Season,Round,Home Team,Away Team,Home Goals,Away Goals,Home FH Goals,Away FH Goals
9,27,Bologna,Sampdoria,3,0,1,0
9,27,Catania,Siena,0,3,0,1
9,27,Napoli,Lazio,0,2,0,0
9,28,Juventus,Bologna,4,1,0,1
9,28,Cagliari,Genoa,0,1,0,0
9,28,Inter,Fiorentina,2,0,1,0
9,28,Atalanta,Torino,2,0,0,0
9,28,Reggina,Napoli,1,1,1,0
9,28,Udinese,Catania,1,1,0,1
9,28,Palermo,Lecce,5,2,3,2
9,28,Siena,Milan,1,5,0,2
9,28,Sampdoria,Roma,2,2,2,1
9,28,Lazio,Chievo,0,3,0,2
9,29,Roma,Juventus,1,4,0,1
9,29,Catania,Lazio,1,0,1,0
9,29,Chievo,Palermo,1,0,1,0
9,29,Inter,Reggina,3,0,2,0
9,29,Fiorentina,Siena,1,0,0,0
9,29,Lecce,Atalanta,2,2,1,1
9,29,Bologna,Cagliari,0,1,0,1
9,29,Torino,Sampdoria,1,3,1,2
9,29,Genoa,Udinese,2,0,0,0
9,29,Napoli,Milan,0,0,0,0
9,30,Milan,Lecce,2,0,0,0
9,30,Roma,Bologna,2,1,1,1
9,30,Atalanta,Fiorentina,1,2,0,0
9,30,Juventus,Chievo,3,3,1,2
9,30,Cagliari,Catania,1,0,0,0
9,30,Reggina,Genoa,0,1,0,0
9,30,Udinese,Inter,0,1,0,0
9,30,Palermo,Torino,1,0,0,0
9,30,Siena,Lazio,2,0,1,0
9,30,Sampdoria,Napoli,2,2,1,1
9,31,Chievo,Milan,0,1,0,0
9,31,Inter,Palermo,2,2,2,0
9,31,Fiorentina,Cagliari,2,1,0,0
9,31,Lecce,Sampdoria,1,3,0,2
9,31,Bologna,Siena,1,4,1,2
9,31,Lazio,Roma,4,2,2,1
9,31,Torino,Catania,2,1,0,0
9,31,Genoa,Juventus,3,2,2,1
9,31,Napoli,Atalanta,0,0,0,0
9,31,Reggina,Udinese,0,2,0,0
9,32,Juventus,Inter,1,1,0,0
9,32,Genoa,Lazio,0,1,0,0
9,32,Milan,Torino,5,1,2,0
9,32,Roma,Lecce,3,2,2,1
9,32,Atalanta,Reggina,0,1,0,1
9,32,Cagliari,Napoli,2,0,1,0
9,32,Udinese,Fiorentina,3,1,1,0
9,32,Palermo,Bologna,4,1,2,0
9,32,Siena,Chievo,0,2,0,1
9,32,Catania,Sampdoria,2,0,1,0
9,33,Chievo,Udinese,1,2,0,1
9,33,Fiorentina,Roma,4,1,1,0
9,33,Milan,Palermo,3,0,2,0
9,33,Lecce,Catania,2,1,2,0
9,33,Bologna,Genoa,2,0,2,0
9,33,Reggina,Juventus,2,2,1,0
9,33,Sampdoria,Cagliari,3,3,2,0
9,33,Lazio,Atalanta,0,1,0,1
9,33,Torino,Siena,1,0,1,0
9,33,Napoli,Inter,1,0,0,0
9,34,Inter,Lazio,2,0,0,0
9,34,Bologna,Reggina,1,2,0,1
9,34,Roma,Chievo,0,0,0,0
9,34,Fiorentina,Torino,1,0,0,0
9,34,Juventus,Lecce,2,2,0,1
9,34,Udinese,Atalanta,3,0,1,0
9,34,Palermo,Cagliari,5,1,2,0
9,34,Siena,Napoli,2,1,2,0
9,34,Catania,Milan,0,2,0,1
9,34,Genoa,Sampdoria,3,1,1,1
9,35,Sampdoria,Reggina,5,0,3,0
9,35,Lazio,Udinese,1,3,0,0
9,35,Chievo,Inter,2,2,1,1
9,35,Milan,Juventus,1,1,0,0
9,35,Atalanta,Genoa,1,1,1,0
9,35,Lecce,Napoli,1,1,1,1
9,35,Cagliari,Roma,2,2,1,0
9,35,Siena,Palermo,1,0,0,0
9,35,Catania,Fiorentina,0,2,0,1
9,35,Torino,Bologna,1,1,1,0
9,36,Roma,Catania,4,3,3,1
9,36,Udinese,Milan,2,1,1,0
9,36,Inter,Siena,3,0,1,0
9,36,Fiorentina,Sampdoria,1,0,1,0
9,36,Juventus,Atalanta,2,2,2,2
9,36,Bologna,Lecce,2,1,1,1
9,36,Reggina,Cagliari,2,1,1,1
9,36,Palermo,Lazio,2,0,1,0
9,36,Genoa,Chievo,2,2,0,1
9,36,Napoli,Torino,1,2,1,0
9,37,Lazio,Reggina,1,0,1,0
9,37,Chievo,Bologna,0,0,0,0
9,37,Milan,Roma,2,3,0,1
9,37,Atalanta,Palermo,2,2,0,1
9,37,Lecce,Fiorentina,1,1,0,0
9,37,Cagliari,Inter,2,1,1,1
9,37,Siena,Juventus,0,3,0,2
9,37,Sampdoria,Udinese,2,2,2,1
9,37,Catania,Napoli,3,1,1,1
9,37,Torino,Genoa,2,3,1,1
9,38,Inter,Atalanta,4,3,2,2
9,38,Roma,Torino,3,2,1,1
9,38,Fiorentina,Milan,0,2,0,0
9,38,Juventus,Lazio,2,0,1,0
9,38,Bologna,Catania,3,1,2,0
9,38,Reggina,Siena,1,1,1,0
9,38,Udinese,Cagliari,6,2,3,0
9,38,Palermo,Sampdoria,2,2,2,1
9,38,Genoa,Lecce,4,1,1,1
9,38,Napoli,Chievo,3,0,3,0
10,1,Bologna,Fiorentina,1,1,1,0
10,1,Siena,Milan,1,2,1,1
10,1,Inter,Bari 1908,1,1,0,0
10,1,Livorno,Cagliari,0,0,0,0
10,1,Juventus,Chievo,1,0,1,0
10,1,Udinese,Parma,2,2,1,1
10,1,Palermo,Napoli,2,1,1,0
10,1,Lazio,Atalanta,1,0,1,0
10,1,Catania,Sampdoria,1,2,1,1
10,1,Genoa,Roma,3,2,0,0
10,2,Milan,Inter,0,4,0,3
10,2,Bari 1908,Bologna,0,0,0,0
10,2,Chievo,Lazio,1,2,1,1
10,2,Parma,Catania,2,1,1,1
10,2,Roma,Juventus,1,3,1,1
10,2,Fiorentina,Palermo,1,0,1,0
10,2,Atalanta,Genoa,0,1,0,1
10,2,Cagliari,Siena,1,3,0,0
10,2,Sampdoria,Udinese,3,1,2,0
10,2,Napoli,Livorno,3,1,2,0
10,3,Livorno,Milan,0,0,0,0
10,3,Lazio,Juventus,0,2,0,0
10,3,Inter,Parma,2,0,0,0
10,3,Fiorentina,Cagliari,1,0,0,0
10,3,Atalanta,Sampdoria,0,1,0,0
10,3,Bologna,Chievo,0,2,0,2
10,3,Udinese,Catania,4,2,1,2
10,3,Palermo,Bari 1908,1,1,0,1
10,3,Siena,Roma,1,2,1,0
10,3,Genoa,Napoli,4,1,1,1
10,4,Juventus,Livorno,2,0,2,0
10,4,Napoli,Udinese,0,0,0,0
10,4,Chievo,Genoa,3,1,2,0
10,4,Milan,Bologna,1,0,0,0
10,4,Parma,Palermo,1,0,1,0
10,4,Roma,Fiorentina,3,1,3,0
10,4,Cagliari,Inter,1,2,1,0
10,4,Sampdoria,Siena,4,1,2,0
10,4,Catania,Lazio,1,1,1,0
10,4,Bari 1908,Atalanta,4,1,3,0
10,5,Inter,Napoli,3,1,3,1
10,5,Fiorentina,Sampdoria,2,0,1,0
10,5,Atalanta,Catania,0,0,0,0
10,5,Bologna,Livorno,2,0,1,0
10,5,Udinese,Milan,1,0,1,0
10,5,Palermo,Roma,3,3,2,2
10,5,Siena,Chievo,0,0,0,0
10,5,Lazio,Parma,1,2,1,2
10,5,Bari 1908,Cagliari,0,1,0,0
10,5,Genoa,Juventus,2,2,1,1
10,6,Livorno,Fiorentina,0,1,0,0
10,6,Sampdoria,Inter,1,0,0,0
10,6,Chievo,Atalanta,1,1,0,0
10,6,Milan,Bari 1908,0,0,0,0
10,6,Parma,Cagliari,0,2,0,1
10,6,Juventus,Bologna,1,1,1,0
10,6,Udinese,Genoa,2,0,0,0
10,6,Lazio,Palermo,1,1,0,0
10,6,Catania,Roma,1,1,1,0
10,6,Napoli,Siena,2,1,0,0
10,7,Inter,Udinese,2,1,1,1
10,7,Bari 1908,Catania,0,0,0,0
10,7,Roma,Napoli,2,1,1,1
10,7,Fiorentina,Lazio,0,0,0,0
10,7,Atalanta,Milan,1,1,1,0
10,7,Cagliari,Chievo,1,2,1,1
10,7,Bologna,Genoa,1,3,0,2
10,7,Palermo,Juventus,2,0,2,0
10,7,Siena,Livorno,0,0,0,0
10,7,Sampdoria,Parma,1,1,1,1
10,8,Juventus,Fiorentina,1,1,1,1
10,8,Genoa,Inter,0,5,0,3
10,8,Chievo,Bari 1908,1,2,0,1
10,8,Milan,Roma,2,1,0,1
10,8,Livorno,Palermo,1,2,0,0
10,8,Parma,Siena,1,0,1,0
10,8,Udinese,Atalanta,1,3,1,1
10,8,Lazio,Sampdoria,1,1,1,1
10,8,Catania,Cagliari,2,1,1,1
10,8,Napoli,Bologna,2,1,0,1
10,9,Inter,Catania,2,1,2,0
10,9,Sampdoria,Bologna,4,1,4,0
10,9,Chievo,Milan,1,2,1,0
10,9,Roma,Livorno,0,1,0,1
10,9,Fiorentina,Napoli,0,1,0,0
10,9,Atalanta,Parma,3,1,1,0
10,9,Cagliari,Genoa,3,2,0,1
10,9,Palermo,Udinese,1,0,0,0
10,9,Siena,Juventus,0,1,0,0
10,9,Bari 1908,Lazio,2,0,1,0
10,10,Livorno,Atalanta,1,0,0,0
10,10,Parma,Bari 1908,2,0,0,0
10,10,Juventus,Sampdoria,5,1,2,0
10,10,Bologna,Siena,2,1,1,0
10,10,Udinese,Roma,2,1,1,1
10,10,Lazio,Cagliari,0,1,0,0
10,10,Catania,Chievo,1,2,1,1
10,10,Genoa,Fiorentina,2,1,1,0
10,10,Napoli,Milan,2,2,0,2
10,10,Inter,Palermo,5,3,4,0
10,11,Milan,Parma,2,0,1,0
10,11,Juventus,Napoli,2,3,1,0
10,11,Chievo,Udinese,1,1,0,1
10,11,Livorno,Inter,0,2,0,0
10,11,Roma,Bologna,2,1,1,1
10,11,Fiorentina,Catania,3,1,1,0
10,11,Cagliari,Atalanta,3,0,3,0
10,11,Palermo,Genoa,0,0,0,0
10,11,Siena,Lazio,1,1,1,1
10,11,Sampdoria,Bari 1908,0,0,0,0
10,12,Atalanta,Juventus,2,5,0,2
10,12,Catania,Napoli,0,0,0,0
10,12,Inter,Roma,1,1,0,1
10,12,Parma,Chievo,2,0,1,0
10,12,Cagliari,Sampdoria,2,0,0,0
10,12,Bologna,Palermo,3,1,1,1
10,12,Udinese,Fiorentina,0,1,0,0
10,12,Lazio,Milan,1,2,0,2
10,12,Genoa,Siena,4,2,3,0
10,12,Bari 1908,Livorno,1,0,1,0
10,13,Fiorentina,Parma,2,3,1,1
10,13,Bologna,Inter,1,3,1,2
10,13,Milan,Cagliari,4,3,3,2
10,13,Livorno,Genoa,2,1,1,0
10,13,Roma,Bari 1908,3,1,3,0
10,13,Juventus,Udinese,1,0,0,0
10,13,Palermo,Catania,1,1,1,0
10,13,Siena,Atalanta,0,2,0,0
10,13,Sampdoria,Chievo,2,1,1,0
10,13,Napoli,Lazio,0,0,0,0
10,14,Udinese,Livorno,2,0,2,0
10,14,Genoa,Sampdoria,3,0,1,0
10,14,Chievo,Palermo,1,0,0,0
10,14,Inter,Fiorentina,1,0,0,0
10,14,Parma,Napoli,1,1,0,1
10,14,Atalanta,Roma,1,2,1,1
10,14,Cagliari,Juventus,2,0,1,0
10,14,Lazio,Bologna,0,0,0,0
10,14,Catania,Milan,0,2,0,0
10,14,Bari 1908,Siena,2,1,0,1
10,15,Milan,Sampdoria,3,0,3,0
10,15,Juventus,Inter,2,1,1,1
10,15,Livorno,Chievo,0,2,0,1
10,15,Roma,Lazio,1,0,0,0
10,15,Fiorentina,Atalanta,2,0,1,0
10,15,Bologna,Udinese,2,1,1,1
10,15,Palermo,Cagliari,2,1,0,1
10,15,Siena,Catania,3,2,0,1
10,15,Genoa,Parma,2,2,1,1
10,15,Napoli,Bari 1908,3,2,0,0
10,16,Cagliari,Napoli,3,3,0,1
10,16,Bari 1908,Juventus,3,1,2,1
10,16,Chievo,Fiorentina,2,1,2,1
10,16,Milan,Palermo,0,2,0,0
10,16,Parma,Bologna,2,1,0,1
10,16,Atalanta,Inter,1,1,0,1
10,16,Siena,Udinese,2,1,0,0
10,16,Sampdoria,Roma,0,0,0,0
10,16,Lazio,Genoa,1,0,1,0
10,16,Catania,Livorno,0,1,0,0
10,17,Inter,Lazio,1,0,1,0
10,17,Livorno,Sampdoria,3,1,1,1
10,17,Roma,Parma,2,0,0,0
10,17,Juventus,Catania,1,2,0,1
10,17,Palermo,Siena,1,0,1,0
10,17,Napoli,Chievo,2,0,1,0
10,18,Chievo,Inter,0,1,0,1
10,18,Milan,Genoa,5,2,2,1
10,18,Parma,Juventus,1,2,1,2
10,18,Atalanta,Napoli,0,2,0,1
10,18,Cagliari,Roma,2,2,0,0
10,18,Siena,Fiorentina,1,5,0,3
10,18,Sampdoria,Palermo,1,1,1,1
10,18,Lazio,Livorno,4,1,0,1
10,18,Catania,Bologna,1,0,0,0
10,18,Bari 1908,Udinese,2,0,1,0
10,19,Inter,Siena,4,3,2,2
10,19,Roma,Chievo,1,0,1,0
10,19,Livorno,Parma,2,1,1,0
10,19,Fiorentina,Bari 1908,2,1,1,1
10,19,Juventus,Milan,0,3,0,1
10,19,Bologna,Cagliari,0,1,0,0
10,19,Udinese,Lazio,1,1,1,1
10,19,Palermo,Atalanta,1,0,0,0
10,19,Genoa,Catania,2,0,1,0
10,19,Napoli,Sampdoria,1,0,0,0
10,20,Cagliari,Livorno,3,0,1,0
10,20,Bari 1908,Inter,2,2,0,0
10,20,Chievo,Juventus,1,0,1,0
10,20,Milan,Siena,4,0,2,0
10,20,Parma,Udinese,0,0,0,0
10,20,Roma,Genoa,3,0,2,0
10,20,Fiorentina,Bologna,1,2,0,2
10,20,Atalanta,Lazio,3,0,3,0
10,20,Sampdoria,Catania,1,1,1,1
10,20,Napoli,Palermo,0,0,0,0
10,17,Bologna,Atalanta,2,2,2,1
10,17,Genoa,Bari 1908,1,1,0,1
10,21,Juventus,Roma,1,2,0,0
10,21,Catania,Parma,3,0,1,0
10,21,Inter,Milan,2,0,1,0
10,21,Livorno,Napoli,0,2,0,1
10,21,Bologna,Bari 1908,2,1,0,1
10,21,Udinese,Sampdoria,2,3,2,1
10,21,Palermo,Fiorentina,3,0,2,0
10,21,Siena,Cagliari,1,1,0,0
10,21,Lazio,Chievo,1,1,1,0
10,21,Genoa,Atalanta,2,0,2,0
10,22,Napoli,Genoa,0,0,0,0
10,22,Bari 1908,Palermo,4,2,2,1
10,22,Chievo,Bologna,1,1,0,1
10,22,Milan,Livorno,1,1,1,0
10,22,Roma,Siena,2,1,1,1
10,22,Juventus,Lazio,1,1,0,0
10,22,Cagliari,Fiorentina,2,2,1,1
10,22,Sampdoria,Atalanta,2,0,2,0
10,22,Catania,Udinese,1,1,0,1
10,23,Livorno,Juventus,1,1,1,1
10,23,Palermo,Parma,2,1,0,0
10,23,Inter,Cagliari,3,0,2,0
10,23,Fiorentina,Roma,0,1,0,0
10,23,Atalanta,Bari 1908,1,0,0,0
10,23,Bologna,Milan,0,0,0,0
10,23,Udinese,Napoli,3,1,1,1
10,23,Siena,Sampdoria,1,2,0,1
10,23,Lazio,Catania,0,1,0,0
10,23,Genoa,Chievo,1,0,0,0
10,22,Parma,Inter,1,1,0,0
10,24,Milan,Udinese,3,2,2,1
10,24,Roma,Palermo,4,1,1,0
10,24,Sampdoria,Fiorentina,2,0,2,0
10,24,Chievo,Siena,0,1,0,0
10,24,Livorno,Bologna,0,1,0,1
10,24,Parma,Lazio,0,2,0,0
10,24,Juventus,Genoa,3,2,1,1
10,24,Cagliari,Bari 1908,3,1,2,0
10,24,Catania,Atalanta,0,0,0,0
10,24,Napoli,Inter,0,0,0,0
10,25,Inter,Sampdoria,0,0,0,0
10,25,Genoa,Udinese,3,0,1,0
10,25,Roma,Catania,1,0,1,0
10,25,Fiorentina,Livorno,2,1,0,1
10,25,Atalanta,Chievo,0,1,0,1
10,25,Cagliari,Parma,2,0,2,0
10,25,Bologna,Juventus,1,2,0,1
10,25,Palermo,Lazio,3,1,2,0
10,25,Siena,Napoli,0,0,0,0
10,25,Bari 1908,Milan,0,2,0,1
10,17,Fiorentina,Milan,1,2,1,0
10,17,Udinese,Cagliari,2,1,0,1
10,26,Lazio,Fiorentina,1,1,1,0
10,26,Catania,Bari 1908,4,0,2,0
10,26,Chievo,Cagliari,2,1,1,0
10,26,Milan,Atalanta,3,1,2,0
10,26,Livorno,Siena,1,2,1,0
10,26,Parma,Sampdoria,1,0,0,0
10,26,Juventus,Palermo,0,2,0,0
10,26,Udinese,Inter,2,3,1,3
10,26,Genoa,Bologna,3,4,3,2
10,26,Napoli,Roma,2,2,0,0
10,27,Roma,Milan,0,0,0,0
10,27,Fiorentina,Juventus,1,2,1,1
10,27,Inter,Genoa,0,0,0,0
10,27,Atalanta,Udinese,0,0,0,0
10,27,Cagliari,Catania,2,2,1,2
10,27,Bologna,Napoli,2,1,2,1
10,27,Palermo,Livorno,1,0,0,0
10,27,Siena,Parma,1,1,0,1
10,27,Sampdoria,Lazio,2,1,2,1
10,27,Bari 1908,Chievo,1,0,1,0
10,28,Catania,Inter,3,1,0,0
10,28,Napoli,Fiorentina,1,3,0,0
10,28,Milan,Chievo,1,0,0,0
10,28,Livorno,Roma,3,3,2,3
10,28,Parma,Atalanta,1,0,0,0
10,28,Juventus,Siena,3,3,3,1
10,28,Bologna,Sampdoria,1,1,0,0
10,28,Udinese,Palermo,3,2,1,0
10,28,Lazio,Bari 1908,0,2,0,0
10,28,Genoa,Cagliari,5,3,4,2
10,29,Roma,Udinese,4,2,2,1
10,29,Fiorentina,Genoa,3,0,1,0
10,29,Palermo,Inter,1,1,1,1
10,29,Chievo,Catania,1,1,0,0
10,29,Milan,Napoli,1,1,1,1
10,29,Atalanta,Livorno,3,0,1,0
10,29,Cagliari,Lazio,0,2,0,2
10,29,Siena,Bologna,1,0,1,0
10,29,Sampdoria,Juventus,1,0,0,0
10,29,Bari 1908,Parma,1,1,0,1
10,30,Inter,Livorno,3,0,2,0
10,30,Parma,Milan,1,0,0,0
10,30,Atalanta,Cagliari,3,1,0,0
10,30,Bologna,Roma,0,2,0,0
10,30,Udinese,Chievo,0,0,0,0
10,30,Lazio,Siena,2,0,1,0
10,30,Catania,Fiorentina,1,0,1,0
10,30,Genoa,Palermo,2,2,0,1
10,30,Bari 1908,Sampdoria,2,1,0,1
10,30,Napoli,Juventus,3,1,0,1
10,31,Roma,Inter,2,1,1,0
10,31,Palermo,Bologna,3,1,2,1
10,31,Chievo,Parma,0,0,0,0
10,31,Milan,Lazio,1,1,1,1
10,31,Livorno,Bari 1908,1,1,0,1
10,31,Fiorentina,Udinese,4,1,1,1
10,31,Juventus,Atalanta,2,1,1,1
10,31,Siena,Genoa,0,0,0,0
10,31,Sampdoria,Cagliari,1,1,0,0
10,31,Napoli,Catania,1,0,0,0
10,32,Chievo,Sampdoria,1,2,0,1
10,32,Inter,Bologna,3,0,1,0
10,32,Parma,Fiorentina,1,1,0,1
10,32,Atalanta,Siena,2,0,1,0
10,32,Cagliari,Milan,2,3,2,3
10,32,Udinese,Juventus,3,0,1,0
10,32,Lazio,Napoli,1,1,1,1
10,32,Catania,Palermo,2,0,2,0
10,32,Genoa,Livorno,1,1,0,0
10,32,Bari 1908,Roma,0,1,0,1
10,33,Fiorentina,Inter,2,2,1,0
10,33,Napoli,Parma,2,3,1,0
10,33,Milan,Catania,2,2,0,2
10,33,Livorno,Udinese,0,2,0,2
10,33,Roma,Atalanta,2,1,2,0
10,33,Juventus,Cagliari,1,0,1,0
10,33,Bologna,Lazio,2,3,2,1
10,33,Palermo,Chievo,3,1,2,1
10,33,Siena,Bari 1908,3,2,1,2
10,33,Sampdoria,Genoa,1,0,1,0
10,34,Inter,Juventus,2,0,0,0
10,34,Chievo,Livorno,2,0,1,0
10,34,Parma,Genoa,2,3,0,1
10,34,Atalanta,Fiorentina,2,1,1,0
10,34,Cagliari,Palermo,2,2,1,0
10,34,Udinese,Bologna,1,1,0,1
10,34,Sampdoria,Milan,2,1,0,1
10,34,Lazio,Roma,1,2,1,0
10,34,Catania,Siena,2,2,1,0
10,34,Bari 1908,Napoli,1,2,0,1
10,35,Inter,Atalanta,3,1,2,1
10,35,Palermo,Milan,3,1,2,0
10,35,Livorno,Catania,3,1,0,0
10,35,Roma,Sampdoria,1,2,1,0
10,35,Fiorentina,Chievo,0,2,0,0
10,35,Juventus,Bari 1908,3,0,0,0
10,35,Bologna,Parma,2,1,1,1
10,35,Udinese,Siena,4,1,2,1
10,35,Genoa,Lazio,1,2,1,2
10,35,Napoli,Cagliari,0,0,0,0
10,36,Milan,Fiorentina,1,0,0,0
10,36,Parma,Roma,1,2,0,1
10,36,Chievo,Napoli,1,2,0,1
10,36,Atalanta,Bologna,1,1,1,0
10,36,Cagliari,Udinese,2,2,1,2
10,36,Siena,Palermo,1,2,0,1
10,36,Sampdoria,Livorno,2,0,1,0
10,36,Lazio,Inter,0,2,0,1
10,36,Catania,Juventus,1,1,1,0
10,36,Bari 1908,Genoa,3,0,0,0
10,37,Inter,Chievo,4,3,3,1
10,37,Livorno,Lazio,1,2,1,2
10,37,Roma,Cagliari,2,1,0,0
10,37,Fiorentina,Siena,1,1,1,1
10,37,Juventus,Parma,2,3,1,2
10,37,Bologna,Catania,1,1,1,0
10,37,Udinese,Bari 1908,3,3,2,2
10,37,Palermo,Sampdoria,1,1,0,0
10,37,Genoa,Milan,1,0,0,0
10,37,Napoli,Atalanta,2,0,1,0
10,38,Milan,Juventus,3,0,2,0
10,38,Lazio,Udinese,3,1,2,1
10,38,Chievo,Roma,0,2,0,2
10,38,Parma,Livorno,4,1,1,0
10,38,Atalanta,Palermo,1,2,0,1
10,38,Cagliari,Bologna,1,1,0,1
10,38,Siena,Inter,0,1,0,0
10,38,Sampdoria,Napoli,1,0,0,0
10,38,Catania,Genoa,1,0,0,0
10,38,Bari 1908,Fiorentina,2,0,1,0
11,1,Roma,Cesena,0,0,0,0
11,1,Udinese,Genoa,0,1,0,0
11,1,Chievo,Catania,2,1,1,1
11,1,Milan,Lecce,4,0,3,0
11,1,Parma,Brescia,2,0,2,0
11,1,Fiorentina,Napoli,1,1,0,1
11,1,Palermo,Cagliari,0,0,0,0
11,1,Sampdoria,Lazio,2,0,0,0
11,1,Bari 1908,Juventus,1,0,1,0
11,1,Bologna,Inter,0,0,0,0
11,2,Inter,Udinese,2,1,1,1
11,2,Cagliari,Roma,5,1,3,1
11,2,Cesena,Milan,2,0,2,0
11,2,Lecce,Fiorentina,1,0,1,0
11,2,Brescia,Palermo,3,2,3,1
11,2,Juventus,Sampdoria,3,3,1,1
11,2,Lazio,Bologna,3,1,0,0
11,2,Catania,Parma,2,1,1,0
11,2,Genoa,Chievo,1,3,1,1
11,2,Napoli,Bari 1908,2,2,1,1
11,3,Milan,Catania,1,1,1,1
11,3,Fiorentina,Lazio,1,2,1,1
11,3,Chievo,Brescia,0,1,0,1
11,3,Parma,Genoa,1,1,0,1
11,3,Roma,Bologna,2,2,1,0
11,3,Udinese,Juventus,0,4,0,3
11,3,Palermo,Inter,1,2,1,0
11,3,Sampdoria,Napoli,1,2,0,0
11,3,Bari 1908,Cagliari,0,0,0,0
11,3,Cesena,Lecce,1,0,0,0
11,4,Inter,Bari 1908,4,0,1,0
11,4,Lecce,Parma,1,1,1,0
11,4,Brescia,Roma,2,1,1,0
11,4,Cagliari,Sampdoria,0,0,0,0
11,4,Bologna,Udinese,2,1,1,1
11,4,Lazio,Milan,1,1,0,0
11,4,Catania,Cesena,2,0,1,0
11,4,Genoa,Fiorentina,1,1,1,1
11,4,Napoli,Chievo,1,3,1,1
11,4,Juventus,Palermo,1,3,0,1
11,5,Milan,Genoa,1,0,0,0
11,5,Roma,Inter,1,0,0,0
11,5,Chievo,Lazio,0,1,0,0
11,5,Fiorentina,Parma,2,0,0,0
11,5,Juventus,Cagliari,4,2,2,1
11,5,Palermo,Lecce,2,2,0,1
11,5,Sampdoria,Udinese,0,0,0,0
11,5,Catania,Bologna,1,1,0,1
11,5,Bari 1908,Brescia,2,1,1,1
11,5,Cesena,Napoli,1,4,0,0
11,6,Parma,Milan,0,1,0,1
11,6,Udinese,Cesena,1,0,0,0
11,6,Chievo,Cagliari,0,0,0,0
11,6,Inter,Juventus,0,0,0,0
11,6,Fiorentina,Palermo,1,2,0,2
11,6,Lecce,Catania,1,0,1,0
11,6,Bologna,Sampdoria,1,1,0,1
11,6,Lazio,Brescia,1,0,1,0
11,6,Genoa,Bari 1908,2,1,1,0
11,6,Napoli,Roma,2,0,0,0
11,7,Milan,Chievo,3,1,2,0
11,7,Roma,Genoa,2,1,1,0
11,7,Brescia,Udinese,0,1,0,0
11,7,Juventus,Lecce,4,0,3,0
11,7,Cagliari,Inter,0,1,0,1
11,7,Palermo,Bologna,4,1,2,0
11,7,Sampdoria,Fiorentina,2,1,0,1
11,7,Catania,Napoli,1,1,0,1
11,7,Bari 1908,Lazio,0,2,0,0
11,7,Cesena,Parma,1,1,1,1
11,8,Fiorentina,Bari 1908,2,1,1,0
11,8,Chievo,Cesena,2,1,1,1
11,8,Inter,Sampdoria,1,1,0,0
11,8,Parma,Roma,0,0,0,0
11,8,Lecce,Brescia,2,1,0,1
11,8,Bologna,Juventus,0,0,0,0
11,8,Udinese,Palermo,2,1,1,0
11,8,Lazio,Cagliari,2,1,1,0
11,8,Genoa,Catania,1,0,0,0
11,8,Napoli,Milan,1,2,0,1
11,9,Genoa,Inter,0,1,0,1
11,9,Milan,Juventus,1,2,0,1
11,9,Roma,Lecce,2,0,0,0
11,9,Parma,Chievo,0,0,0,0
11,9,Brescia,Napoli,0,1,0,0
11,9,Cagliari,Bologna,2,0,0,0
11,9,Palermo,Lazio,0,1,0,1
11,9,Catania,Fiorentina,0,0,0,0
11,9,Bari 1908,Udinese,0,2,0,1
11,9,Cesena,Sampdoria,0,1,0,0
11,10,Inter,Brescia,1,1,0,1
11,10,Bologna,Lecce,2,0,0,0
11,10,Fiorentina,Chievo,1,0,0,0
11,10,Juventus,Cesena,3,1,2,1
11,10,Udinese,Cagliari,1,1,1,1
11,10,Palermo,Genoa,1,0,1,0
11,10,Sampdoria,Catania,0,0,0,0
11,10,Lazio,Roma,0,2,0,0
11,10,Napoli,Parma,2,0,1,0
11,10,Bari 1908,Milan,2,3,0,2
11,11,Chievo,Bari 1908,0,0,0,0
11,11,Milan,Palermo,3,1,1,0
11,11,Roma,Fiorentina,3,2,1,0
11,11,Lecce,Inter,1,1,0,0
11,11,Brescia,Juventus,1,1,0,0
11,11,Cagliari,Napoli,0,1,0,0
11,11,Catania,Udinese,1,0,0,0
11,11,Genoa,Bologna,1,0,0,0
11,11,Cesena,Lazio,1,0,0,0
11,11,Parma,Sampdoria,1,0,0,0
11,12,Fiorentina,Cesena,1,0,0,0
11,12,Juventus,Roma,1,1,1,1
11,12,Inter,Milan,0,1,0,1
11,12,Cagliari,Genoa,0,1,0,0
11,12,Bologna,Brescia,1,0,0,0
11,12,Udinese,Lecce,4,0,3,0
11,12,Palermo,Catania,3,1,1,0
11,12,Sampdoria,Chievo,0,0,0,0
11,12,Lazio,Napoli,2,0,1,0
11,12,Bari 1908,Parma,0,1,0,1
11,13,Milan,Fiorentina,1,0,1,0
11,13,Roma,Udinese,2,0,1,0
11,13,Chievo,Inter,2,1,1,0
11,13,Parma,Lazio,1,1,1,1
11,13,Lecce,Sampdoria,2,3,0,2
11,13,Brescia,Cagliari,1,2,1,0
11,13,Catania,Bari 1908,1,0,0,0
11,13,Genoa,Juventus,0,2,0,2
11,13,Napoli,Bologna,4,1,2,0
11,13,Cesena,Palermo,1,2,1,1
11,14,Juventus,Fiorentina,1,1,0,1
11,14,Sampdoria,Milan,1,1,0,1
11,14,Inter,Parma,5,2,3,2
11,14,Brescia,Genoa,0,0,0,0
11,14,Cagliari,Lecce,3,2,3,0
11,14,Udinese,Napoli,3,1,2,0
