Season,Round,Home Team,Away Team,Home Goals,Away Goals,Home FH Goals,Away FH Goals
14,6,Torino,Juventus,0,1,0,0
14,6,Hellas Verona,Livorno,2,1,1,1
14,6,Sassuolo,Lazio,2,2,0,0
14,6,Fiorentina,Parma,2,2,0,1
14,7,Chievo,Atalanta,0,1,0,1
14,7,Inter,Roma,0,3,0,3
14,7,Parma,Sassuolo,3,1,1,1
14,7,Juventus,Milan,3,2,1,1
14,7,Bologna,Hellas Verona,1,4,0,2
14,7,Udinese,Cagliari,2,0,1,0
14,7,Sampdoria,Torino,2,2,1,0
14,7,Lazio,Fiorentina,0,0,0,0
14,7,Catania,Genoa,1,1,0,0
14,7,Napoli,Livorno,4,0,2,0
14,8,Roma,Napoli,2,0,1,0
14,8,Milan,Udinese,1,0,1,0
14,8,Cagliari,Catania,2,1,1,1
14,8,Livorno,Sampdoria,1,2,0,1
14,8,Fiorentina,Juventus,4,2,0,2
14,8,Atalanta,Lazio,2,1,1,0
14,8,Torino,Inter,3,3,1,1
14,8,Genoa,Chievo,2,1,1,0
14,8,Hellas Verona,Parma,3,2,1,2
14,8,Sassuolo,Bologna,2,1,2,1
14,9,Inter,Hellas Verona,4,2,3,1
14,9,Sampdoria,Atalanta,1,0,0,0
14,9,Chievo,Fiorentina,1,2,1,1
14,9,Parma,Milan,3,2,2,0
14,9,Juventus,Genoa,2,0,2,0
14,9,Bologna,Livorno,1,0,1,0
14,9,Udinese,Roma,0,1,0,0
14,9,Lazio,Cagliari,2,0,0,0
14,9,Catania,Sassuolo,0,0,0,0
14,9,Napoli,Torino,2,0,2,0
14,10,Atalanta,Inter,1,1,1,1
14,10,Milan,Lazio,1,1,0,0
14,10,Livorno,Torino,3,3,2,2
14,10,Fiorentina,Napoli,1,2,1,2
14,10,Juventus,Catania,4,0,2,0
14,10,Cagliari,Bologna,0,3,0,1
14,10,Genoa,Parma,1,0,0,0
14,10,Hellas Verona,Sampdoria,2,0,0,0
14,10,Sassuolo,Udinese,1,2,1,1
14,10,Roma,Chievo,1,0,0,0
14,11,Milan,Fiorentina,0,2,0,1
14,11,Parma,Juventus,0,1,0,0
14,11,Napoli,Catania,2,1,2,1
14,11,Livorno,Atalanta,1,0,1,0
14,11,Udinese,Inter,0,3,0,2
14,11,Sampdoria,Sassuolo,3,4,1,0
14,11,Lazio,Genoa,0,2,0,0
14,11,Torino,Roma,1,1,0,1
14,11,Hellas Verona,Cagliari,2,1,1,0
14,11,Bologna,Chievo,0,0,0,0
14,12,Inter,Livorno,2,0,1,0
14,12,Catania,Udinese,1,0,1,0
14,12,Chievo,Milan,0,0,0,0
14,12,Parma,Lazio,1,1,0,0
14,12,Roma,Sassuolo,1,1,1,0
14,12,Fiorentina,Sampdoria,2,1,2,0
14,12,Atalanta,Bologna,2,1,0,0
14,12,Juventus,Napoli,3,0,1,0
14,12,Cagliari,Torino,2,1,1,0
14,12,Genoa,Hellas Verona,2,0,2,0
14,13,Milan,Genoa,1,1,1,1
14,13,Napoli,Parma,0,1,0,0
14,13,Hellas Verona,Chievo,0,1,0,0
14,13,Livorno,Juventus,0,2,0,0
14,13,Bologna,Inter,1,1,1,0
14,13,Udinese,Fiorentina,1,0,1,0
14,13,Sampdoria,Lazio,1,1,0,0
14,13,Torino,Catania,4,1,2,0
14,13,Sassuolo,Atalanta,2,0,0,0
14,13,Roma,Cagliari,0,0,0,0
14,14,Parma,Bologna,1,1,1,1
14,14,Genoa,Torino,1,1,0,1
14,14,Chievo,Livorno,3,0,1,0
14,14,Inter,Sampdoria,1,1,1,0
14,14,Atalanta,Roma,1,1,0,0
14,14,Juventus,Udinese,1,0,0,0
14,14,Cagliari,Sassuolo,2,2,0,2
14,14,Catania,Milan,1,3,1,1
14,14,Fiorentina,Hellas Verona,4,3,3,2
14,14,Lazio,Napoli,2,4,1,1
14,15,Bologna,Juventus,0,2,0,1
14,15,Livorno,Milan,2,2,1,1
14,15,Napoli,Udinese,3,3,2,1
14,15,Inter,Parma,3,3,1,2
14,15,Roma,Fiorentina,2,1,1,1
14,15,Cagliari,Genoa,2,1,0,1
14,15,Sampdoria,Catania,2,0,0,0
14,15,Torino,Lazio,1,0,1,0
14,15,Hellas Verona,Atalanta,2,1,0,1
14,15,Sassuolo,Chievo,0,1,0,0
14,16,Catania,Hellas Verona,0,0,0,0
14,16,Chievo,Sampdoria,0,1,0,1
14,16,Parma,Cagliari,0,0,0,0
14,16,Fiorentina,Bologna,3,0,2,0
14,16,Juventus,Sassuolo,4,0,3,0
14,16,Udinese,Torino,0,2,0,0
14,16,Lazio,Livorno,2,0,2,0
14,16,Genoa,Atalanta,1,1,0,0
14,16,Napoli,Inter,4,2,3,2
14,16,Milan,Roma,2,2,1,1
14,17,Livorno,Udinese,1,2,1,1
14,17,Cagliari,Napoli,1,1,1,1
14,17,Inter,Milan,1,0,0,0
14,17,Roma,Catania,4,0,1,0
14,17,Atalanta,Juventus,1,4,1,1
14,17,Bologna,Genoa,1,0,0,0
14,17,Sampdoria,Parma,1,1,1,0
14,17,Torino,Chievo,4,1,1,1
14,17,Hellas Verona,Lazio,4,1,2,1
14,17,Sassuolo,Fiorentina,0,1,0,0
14,18,Chievo,Cagliari,0,0,0,0
14,18,Fiorentina,Livorno,1,0,0,0
14,18,Juventus,Roma,3,0,1,0
14,18,Milan,Atalanta,3,0,1,0
14,18,Parma,Torino,3,1,2,1
14,18,Udinese,Hellas Verona,1,3,1,2
14,18,Lazio,Inter,1,0,0,0
14,18,Catania,Bologna,2,0,1,0
14,18,Genoa,Sassuolo,2,0,2,0
14,18,Napoli,Sampdoria,2,0,0,0
14,19,Livorno,Parma,0,3,0,1
14,19,Bologna,Lazio,0,0,0,0
14,19,Roma,Genoa,4,0,3,0
14,19,Atalanta,Catania,2,1,0,0
14,19,Cagliari,Juventus,1,4,1,1
14,19,Torino,Fiorentina,0,0,0,0
14,19,Hellas Verona,Napoli,0,3,0,1
14,19,Sassuolo,Milan,4,3,3,2
14,19,Inter,Chievo,1,1,1,1
14,19,Sampdoria,Udinese,3,0,1,0
14,20,Roma,Livorno,3,0,2,0
14,20,Juventus,Sampdoria,4,2,3,1
14,20,Chievo,Parma,1,2,1,1
14,20,Milan,Hellas Verona,1,0,0,0
14,20,Atalanta,Cagliari,1,0,0,0
14,20,Bologna,Napoli,2,2,1,0
14,20,Udinese,Lazio,2,3,1,0
14,20,Catania,Fiorentina,0,3,0,3
14,20,Genoa,Inter,1,0,0,0
14,20,Sassuolo,Torino,0,2,0,1
14,21,Lazio,Juventus,1,1,1,0
14,21,Napoli,Chievo,1,1,0,1
14,21,Inter,Catania,0,0,0,0
14,21,Livorno,Sassuolo,3,1,3,1
14,21,Parma,Udinese,1,0,1,0
14,21,Fiorentina,Genoa,3,3,2,2
14,21,Cagliari,Milan,1,2,1,0
14,21,Sampdoria,Bologna,1,1,0,0
14,21,Torino,Atalanta,1,0,0,0
14,21,Hellas Verona,Roma,1,3,0,1
14,22,Milan,Torino,1,1,0,1
14,22,Cagliari,Fiorentina,1,0,1,0
14,22,Bologna,Udinese,0,2,0,1
14,22,Chievo,Lazio,0,2,0,1
14,22,Roma,Parma,4,2,2,1
14,22,Atalanta,Napoli,3,0,0,0
14,22,Juventus,Inter,3,1,1,0
14,22,Catania,Livorno,3,3,0,0
14,22,Sassuolo,Hellas Verona,1,2,0,0
14,22,Genoa,Sampdoria,0,1,0,1
14,23,Fiorentina,Atalanta,2,0,1,0
14,23,Udinese,Chievo,3,0,0,0
14,23,Napoli,Milan,3,1,1,1
14,23,Inter,Sassuolo,1,0,0,0
14,23,Livorno,Genoa,0,1,0,1
14,23,Parma,Catania,0,0,0,0
14,23,Sampdoria,Cagliari,1,0,1,0
14,23,Lazio,Roma,0,0,0,0
14,23,Torino,Bologna,1,2,1,2
14,23,Hellas Verona,Juventus,2,2,0,2
14,24,Milan,Bologna,1,0,0,0
14,24,Fiorentina,Inter,1,2,0,1
14,24,Roma,Sampdoria,3,0,1,0
14,24,Atalanta,Parma,0,4,0,1
14,24,Juventus,Chievo,3,1,2,0
14,24,Cagliari,Livorno,1,2,0,1
14,24,Catania,Lazio,3,1,1,1
14,24,Genoa,Udinese,3,3,1,2
14,24,Sassuolo,Napoli,0,2,0,1
14,24,Hellas Verona,Torino,1,3,1,0
14,25,Bologna,Roma,0,1,0,1
14,25,Chievo,Catania,2,0,1,0
14,25,Inter,Cagliari,1,1,0,1
14,25,Livorno,Hellas Verona,2,3,0,3
14,25,Juventus,Torino,1,0,1,0
14,25,Udinese,Atalanta,1,1,0,1
14,25,Sampdoria,Milan,0,2,0,1
14,25,Lazio,Sassuolo,3,2,1,0
14,25,Parma,Fiorentina,2,2,1,1
14,25,Napoli,Genoa,1,1,1,0
14,26,Roma,Inter,0,0,0,0
14,26,Milan,Juventus,0,2,0,1
14,26,Livorno,Napoli,1,1,1,1
14,26,Fiorentina,Lazio,0,1,0,1
14,26,Atalanta,Chievo,2,1,1,0
14,26,Cagliari,Udinese,3,0,1,0
14,26,Torino,Sampdoria,0,2,0,1
14,26,Genoa,Catania,2,0,1,0
14,26,Hellas Verona,Bologna,0,0,0,0
14,26,Sassuolo,Parma,0,1,0,1
14,27,Udinese,Milan,1,0,0,0
14,27,Catania,Cagliari,1,1,0,0
14,27,Chievo,Genoa,2,1,1,0
14,27,Inter,Torino,1,0,1,0
14,27,Parma,Hellas Verona,2,0,1,0
14,27,Juventus,Fiorentina,1,0,1,0
14,27,Bologna,Sassuolo,0,0,0,0
14,27,Sampdoria,Livorno,4,2,0,2
14,27,Lazio,Atalanta,0,1,0,0
14,27,Napoli,Roma,1,0,0,0
14,28,Hellas Verona,Inter,0,2,0,1
14,28,Milan,Parma,2,4,0,1
14,28,Livorno,Bologna,2,1,0,0
14,28,Fiorentina,Chievo,3,1,2,0
14,28,Atalanta,Sampdoria,3,0,2,0
14,28,Cagliari,Lazio,0,2,0,1
14,28,Genoa,Juventus,0,1,0,0
14,28,Sassuolo,Catania,3,1,0,1
14,28,Roma,Udinese,3,2,2,0
14,28,Torino,Napoli,0,1,0,0
14,29,Chievo,Roma,0,2,0,2
14,29,Torino,Livorno,3,1,1,0
14,29,Inter,Atalanta,1,2,1,1
14,29,Parma,Genoa,1,1,1,1
14,29,Bologna,Cagliari,1,0,0,0
14,29,Udinese,Sassuolo,1,0,1,0
14,29,Sampdoria,Hellas Verona,5,0,3,0
14,29,Lazio,Milan,1,1,0,1
14,29,Catania,Juventus,0,1,0,0
14,29,Napoli,Fiorentina,0,1,0,0
14,30,Roma,Torino,2,1,1,0
14,30,Chievo,Bologna,3,0,1,0
14,30,Fiorentina,Milan,0,2,0,1
14,30,Atalanta,Livorno,2,0,1,0
14,30,Juventus,Parma,2,1,2,0
14,30,Cagliari,Hellas Verona,1,0,1,0
14,30,Catania,Napoli,2,4,0,4
14,30,Genoa,Lazio,2,0,0,0
14,30,Sassuolo,Sampdoria,1,2,1,1
14,30,Inter,Udinese,0,0,0,0
14,31,Milan,Chievo,3,0,2,0
14,31,Bologna,Atalanta,0,2,0,2
14,31,Sampdoria,Fiorentina,0,0,0,0
14,31,Lazio,Parma,3,2,1,1
14,31,Torino,Cagliari,2,1,1,0
14,31,Napoli,Juventus,2,0,1,0
14,31,Hellas Verona,Genoa,3,0,1,0
14,31,Sassuolo,Roma,0,2,0,1
14,31,Livorno,Inter,2,2,0,2
14,31,Udinese,Catania,1,0,0,0
14,32,Chievo,Hellas Verona,0,1,0,0
14,32,Inter,Bologna,2,2,1,1
14,32,Parma,Napoli,1,0,0,0
14,32,Fiorentina,Udinese,2,1,1,0
14,32,Atalanta,Sassuolo,0,2,0,1
14,32,Cagliari,Roma,1,3,0,1
14,32,Lazio,Sampdoria,2,0,1,0
14,32,Catania,Torino,1,2,1,0
14,32,Juventus,Livorno,2,0,2,0
14,32,Genoa,Milan,1,2,0,1
14,33,Roma,Atalanta,3,1,2,0
14,33,Sassuolo,Cagliari,1,1,1,0
14,33,Milan,Catania,1,0,1,0
14,33,Livorno,Chievo,2,4,2,3
14,33,Bologna,Parma,1,1,1,0
14,33,Sampdoria,Inter,0,4,0,1
14,33,Torino,Genoa,2,1,0,0
14,33,Napoli,Lazio,4,2,1,1
14,33,Hellas Verona,Fiorentina,3,5,1,2
14,33,Udinese,Juventus,0,2,0,2
14,34,Chievo,Sassuolo,0,1,0,1
14,34,Milan,Livorno,3,0,1,0
14,34,Parma,Inter,0,2,0,0
14,34,Fiorentina,Roma,0,1,0,1
14,34,Atalanta,Hellas Verona,1,2,0,0
14,34,Juventus,Bologna,1,0,0,0
14,34,Udinese,Napoli,1,1,0,1
14,34,Lazio,Torino,3,3,1,0
14,34,Catania,Sampdoria,2,1,1,0
14,34,Genoa,Cagliari,1,2,1,1
14,35,Roma,Milan,2,0,1,0
14,35,Inter,Napoli,0,0,0,0
14,35,Bologna,Fiorentina,0,3,0,2
14,35,Livorno,Lazio,0,2,0,1
14,35,Atalanta,Genoa,1,1,0,1
14,35,Cagliari,Parma,1,0,1,0
14,35,Sampdoria,Chievo,2,1,0,0
14,35,Torino,Udinese,2,0,1,0
14,35,Hellas Verona,Catania,4,0,3,0
14,35,Sassuolo,Juventus,1,3,1,1
14,36,Chievo,Torino,0,1,0,0
14,36,Milan,Inter,1,0,0,0
14,36,Parma,Sampdoria,2,0,1,0
14,36,Udinese,Livorno,5,3,5,2
14,36,Catania,Roma,4,1,2,1
14,36,Genoa,Bologna,0,0,0,0
14,36,Juventus,Atalanta,1,0,0,0
14,36,Lazio,Hellas Verona,3,3,1,1
14,36,Fiorentina,Sassuolo,3,4,0,3
14,36,Napoli,Cagliari,3,0,2,0
14,37,Inter,Lazio,4,1,3,1
14,37,Hellas Verona,Udinese,2,2,1,0
14,37,Livorno,Fiorentina,0,1,0,0
14,37,Roma,Juventus,0,1,0,0
14,37,Atalanta,Milan,2,1,0,0
14,37,Cagliari,Chievo,0,1,0,0
14,37,Bologna,Catania,1,2,0,1
14,37,Sampdoria,Napoli,2,5,1,3
14,37,Torino,Parma,1,1,1,0
14,37,Sassuolo,Genoa,4,2,1,1
14,38,Udinese,Sampdoria,3,3,2,1
14,38,Chievo,Inter,2,1,0,1
14,38,Milan,Sassuolo,2,1,2,0
14,38,Parma,Livorno,2,0,0,0
14,38,Fiorentina,Torino,2,2,0,0
14,38,Juventus,Cagliari,3,0,3,0
14,38,Lazio,Bologna,1,0,0,0
14,38,Catania,Atalanta,2,1,0,0
14,38,Genoa,Roma,1,0,0,0
14,38,Napoli,Hellas Verona,5,1,3,0
15,1,Chievo,Juventus,0,1,0,1
15,1,Roma,Fiorentina,2,0,1,0
15,1,Milan,Lazio,3,1,1,0
15,1,Atalanta,Hellas Verona,0,0,0,0
15,1,Udinese,Empoli,2,0,0,0
15,1,Palermo,Sampdoria,1,1,1,0
15,1,Torino,Inter,0,0,0,0
15,1,Genoa,Napoli,1,2,1,1
15,1,Cesena,Parma,1,0,1,0
15,1,Sassuolo,Cagliari,1,1,1,1
15,2,Juventus,Udinese,2,0,1,0
15,2,Empoli,Roma,0,1,0,1
15,2,Inter,Sassuolo,7,0,4,0
15,2,Parma,Milan,4,5,1,3
15,2,Fiorentina,Genoa,0,0,0,0
15,2,Cagliari,Atalanta,1,2,0,1
15,2,Sampdoria,Torino,2,0,1,0
15,2,Lazio,Cesena,3,0,1,0
15,2,Napoli,Chievo,0,1,0,0
15,2,Hellas Verona,Palermo,2,1,1,1
15,3,Milan,Juventus,0,1,0,0
15,3,Cesena,Empoli,2,2,2,0
15,3,Chievo,Parma,2,3,1,0
15,3,Roma,Cagliari,2,0,2,0
15,3,Atalanta,Fiorentina,0,1,0,0
15,3,Udinese,Napoli,1,0,0,0
15,3,Palermo,Inter,1,1,1,1
15,3,Torino,Hellas Verona,0,1,0,0
15,3,Genoa,Lazio,1,0,0,0
15,3,Sassuolo,Sampdoria,0,0,0,0
15,4,Empoli,Milan,2,2,2,1
15,4,Inter,Atalanta,2,0,1,0
15,4,Parma,Roma,1,2,0,1
15,4,Fiorentina,Sassuolo,0,0,0,0
15,4,Juventus,Cesena,3,0,1,0
15,4,Cagliari,Torino,1,2,1,2
15,4,Sampdoria,Chievo,2,1,1,0
15,4,Napoli,Palermo,3,3,3,2
15,4,Hellas Verona,Genoa,2,2,0,1
15,4,Lazio,Udinese,0,1,0,1
15,5,Roma,Hellas Verona,2,0,0,0
15,5,Atalanta,Juventus,0,3,0,1
15,5,Chievo,Empoli,1,1,0,0
15,5,Inter,Cagliari,1,4,1,4
15,5,Torino,Fiorentina,1,1,0,0
15,5,Genoa,Sampdoria,0,1,0,0
15,5,Cesena,Milan,1,1,1,1
15,5,Sassuolo,Napoli,0,1,0,1
15,5,Udinese,Parma,4,2,2,2
15,5,Palermo,Lazio,0,4,0,1
15,6,Milan,Chievo,2,0,0,0
15,6,Hellas Verona,Cagliari,1,0,0,0
15,6,Parma,Genoa,1,2,0,0
15,6,Fiorentina,Inter,3,0,2,0
15,6,Juventus,Roma,3,2,2,2
15,6,Udinese,Cesena,1,1,0,0
15,6,Sampdoria,Atalanta,1,0,1,0
15,6,Lazio,Sassuolo,3,2,3,1
15,6,Empoli,Palermo,3,0,2,0
15,6,Napoli,Torino,2,1,0,1
15,7,Roma,Chievo,3,0,3,0
15,7,Sassuolo,Juventus,1,1,1,1
15,7,Inter,Napoli,2,2,0,0
15,7,Fiorentina,Lazio,0,2,0,1
15,7,Atalanta,Parma,1,0,0,0
15,7,Cagliari,Sampdoria,2,2,0,2
15,7,Palermo,Cesena,2,1,1,0
15,7,Torino,Udinese,1,0,0,0
15,7,Hellas Verona,Milan,1,3,0,2
15,7,Genoa,Empoli,1,1,1,0
15,8,Parma,Sassuolo,1,3,0,2
15,8,Sampdoria,Roma,0,0,0,0
15,8,Empoli,Cagliari,0,4,0,4
15,8,Chievo,Genoa,1,2,1,0
15,8,Milan,Fiorentina,1,1,1,0
15,8,Juventus,Palermo,2,0,1,0
15,8,Udinese,Atalanta,2,0,2,0
15,8,Lazio,Torino,2,1,1,0
15,8,Napoli,Hellas Verona,6,2,1,1
15,8,Cesena,Inter,0,1,0,1
15,9,Sassuolo,Empoli,3,1,0,1
15,9,Inter,Sampdoria,1,0,0,0
15,9,Roma,Cesena,2,0,1,0
15,9,Fiorentina,Udinese,3,0,1,0
15,9,Atalanta,Napoli,1,1,0,0
15,9,Cagliari,Milan,1,1,1,1
15,9,Palermo,Chievo,1,0,0,0
15,9,Torino,Parma,1,0,1,0
15,9,Genoa,Juventus,1,0,0,0
15,9,Hellas Verona,Lazio,1,1,0,1
15,10,Parma,Inter,2,0,1,0
15,10,Empoli,Juventus,0,2,0,0
15,10,Napoli,Roma,2,0,1,0
15,10,Chievo,Sassuolo,0,0,0,0
15,10,Milan,Palermo,0,2,0,2
15,10,Udinese,Genoa,2,4,2,2
15,10,Sampdoria,Fiorentina,3,1,2,1
15,10,Torino,Atalanta,0,0,0,0
15,10,Lazio,Cagliari,4,2,3,0
15,10,Cesena,Hellas Verona,1,1,1,0
15,11,Sampdoria,Milan,2,2,1,1
15,11,Sassuolo,Atalanta,0,0,0,0
15,11,Chievo,Cesena,2,1,0,0
15,11,Inter,Hellas Verona,2,2,1,1
15,11,Roma,Torino,3,0,2,0
15,11,Fiorentina,Napoli,0,1,0,0
15,11,Juventus,Parma,7,0,3,0
15,11,Cagliari,Genoa,1,1,1,0
15,11,Palermo,Udinese,1,1,1,1
15,11,Empoli,Lazio,2,1,0,0
15,12,Atalanta,Roma,1,2,1,2
15,12,Lazio,Juventus,0,3,0,1
15,12,Milan,Inter,1,1,1,0
15,12,Parma,Empoli,0,2,0,1
15,12,Udinese,Chievo,1,1,1,0
15,12,Torino,Sassuolo,0,1,0,0
15,12,Napoli,Cagliari,3,3,2,1
15,12,Cesena,Sampdoria,1,1,0,0
15,12,Hellas Verona,Fiorentina,1,2,1,1
15,12,Genoa,Palermo,1,1,1,1
15,13,Chievo,Lazio,0,0,0,0
15,13,Sassuolo,Hellas Verona,2,1,0,1
15,13,Milan,Udinese,2,0,0,0
15,13,Roma,Inter,4,2,1,1
15,13,Juventus,Torino,2,1,1,1
15,13,Cagliari,Fiorentina,0,4,0,1
15,13,Palermo,Parma,2,1,1,1
15,13,Empoli,Atalanta,0,0,0,0
15,13,Cesena,Genoa,0,3,0,3
15,13,Sampdoria,Napoli,1,1,0,0
15,14,Fiorentina,Juventus,0,0,0,0
15,14,Roma,Sassuolo,2,2,0,2
15,14,Torino,Palermo,2,2,1,2
15,14,Inter,Udinese,1,2,1,0
15,14,Parma,Lazio,1,2,1,1
15,14,Atalanta,Cesena,3,2,1,2
15,14,Genoa,Milan,1,0,1,0
15,14,Napoli,Empoli,2,2,0,1
15,14,Cagliari,Chievo,0,2,0,2
15,14,Hellas Verona,Sampdoria,1,3,1,1
15,15,Palermo,Sassuolo,2,1,1,0
15,15,Lazio,Atalanta,3,0,0,0
15,15,Milan,Napoli,2,0,1,0
15,15,Parma,Cagliari,0,0,0,0
15,15,Juventus,Sampdoria,1,1,1,0
15,15,Udinese,Hellas Verona,1,2,1,1
15,15,Genoa,Roma,0,1,0,1
15,15,Cesena,Fiorentina,1,4,0,1
15,15,Chievo,Inter,0,2,0,1
15,15,Empoli,Torino,0,0,0,0
15,16,Cagliari,Juventus,1,3,0,2
15,16,Napoli,Parma,2,0,2,0
15,16,Roma,Milan,0,0,0,0
15,16,Sassuolo,Cesena,1,1,0,0
15,16,Inter,Lazio,2,2,0,2
15,16,Fiorentina,Empoli,1,1,1,0
15,16,Atalanta,Palermo,3,3,1,3
15,16,Sampdoria,Udinese,2,2,1,2
15,16,Torino,Genoa,2,1,0,1
15,16,Hellas Verona,Chievo,0,1,0,0
15,17,Lazio,Sampdoria,3,0,2,0
15,17,Chievo,Torino,0,0,0,0
15,17,Milan,Sassuolo,1,2,1,1
15,17,Parma,Fiorentina,1,0,1,0
15,17,Juventus,Inter,1,1,1,0
15,17,Udinese,Roma,0,1,0,1
15,17,Palermo,Cagliari,5,0,3,0
15,17,Empoli,Hellas Verona,0,0,0,0
15,17,Genoa,Atalanta,2,2,0,1
15,17,Cesena,Napoli,1,4,0,2
15,18,Torino,Milan,1,1,0,1
15,18,Sassuolo,Udinese,1,1,1,1
15,18,Inter,Genoa,3,1,2,0
15,18,Roma,Lazio,2,2,0,2
15,18,Fiorentina,Palermo,4,3,1,0
15,18,Atalanta,Chievo,1,1,0,0
15,18,Cagliari,Cesena,2,1,2,0
15,18,Sampdoria,Empoli,1,0,0,0
15,18,Napoli,Juventus,1,3,0,1
15,18,Hellas Verona,Parma,3,1,1,0
15,19,Palermo,Roma,1,1,1,0
15,19,Empoli,Inter,0,0,0,0
15,19,Chievo,Fiorentina,1,2,0,1
15,19,Milan,Atalanta,0,1,0,1
15,19,Parma,Sampdoria,0,2,0,0
15,19,Juventus,Hellas Verona,4,0,2,0
15,19,Udinese,Cagliari,2,2,0,1
15,19,Lazio,Napoli,0,1,0,1
15,19,Genoa,Sassuolo,3,3,1,1
15,19,Cesena,Torino,2,3,1,2
15,20,Cagliari,Sassuolo,2,1,1,0
15,20,Lazio,Milan,3,1,0,1
15,20,Inter,Torino,0,1,0,0
15,20,Parma,Cesena,1,2,0,1
15,20,Fiorentina,Roma,1,1,1,0
15,20,Juventus,Chievo,2,0,0,0
15,20,Sampdoria,Palermo,1,1,1,0
15,20,Hellas Verona,Atalanta,1,0,0,0
15,20,Empoli,Udinese,1,2,1,1
15,20,Napoli,Genoa,2,1,1,0
15,21,Roma,Empoli,1,1,0,1
15,21,Genoa,Fiorentina,1,1,1,0
15,21,Chievo,Napoli,1,2,1,1
15,21,Milan,Parma,3,1,1,1
15,21,Atalanta,Cagliari,2,1,1,1
15,21,Udinese,Juventus,0,0,0,0
15,21,Palermo,Hellas Verona,2,1,1,1
15,21,Torino,Sampdoria,5,1,2,0
15,21,Cesena,Lazio,2,1,0,0
15,21,Sassuolo,Inter,3,1,2,0
15,22,Juventus,Milan,3,1,2,1
15,22,Hellas Verona,Torino,1,3,0,1
15,22,Inter,Palermo,3,0,1,0
15,22,Fiorentina,Atalanta,3,2,1,1
15,22,Cagliari,Roma,1,2,0,1
15,22,Sampdoria,Sassuolo,1,1,1,1
15,22,Empoli,Cesena,2,0,1,0
15,22,Napoli,Udinese,3,1,2,1
15,22,Lazio,Genoa,0,1,0,1
15,22,Parma,Chievo,0,1,0,0
15,23,Palermo,Napoli,3,1,2,0
15,23,Sassuolo,Fiorentina,1,3,0,2
15,23,Chievo,Sampdoria,2,1,2,0
15,23,Milan,Empoli,1,1,1,0
15,23,Roma,Parma,0,0,0,0
15,23,Atalanta,Inter,1,4,1,2
15,23,Udinese,Lazio,0,1,0,1
15,23,Torino,Cagliari,1,1,1,1
15,23,Genoa,Hellas Verona,5,2,3,1
15,23,Cesena,Juventus,2,2,1,2
15,24,Juventus,Atalanta,2,1,2,1
15,24,Milan,Cesena,2,0,1,0
15,24,Fiorentina,Torino,1,1,0,0
15,24,Lazio,Palermo,2,1,1,1
15,24,Empoli,Chievo,3,0,1,0
15,24,Hellas Verona,Roma,1,1,1,1
15,24,Cagliari,Inter,1,2,0,0
15,24,Napoli,Sassuolo,2,0,0,0
15,24,Sampdoria,Genoa,1,1,1,1
15,25,Chievo,Milan,0,0,0,0
15,25,Inter,Fiorentina,0,1,0,0
15,25,Atalanta,Sampdoria,1,2,1,0
15,25,Cagliari,Hellas Verona,1,2,0,1
15,25,Palermo,Empoli,0,0,0,0
15,25,Torino,Napoli,1,0,0,0
15,25,Cesena,Udinese,1,0,0,0
15,25,Sassuolo,Lazio,0,3,0,1
15,25,Roma,Juventus,1,1,0,0
15,26,Milan,Hellas Verona,2,2,1,1
15,26,Sampdoria,Cagliari,2,0,1,0
15,26,Chievo,Roma,0,0,0,0
15,26,Parma,Atalanta,0,0,0,0
15,26,Udinese,Torino,3,2,2,1
15,26,Empoli,Genoa,1,1,0,1
15,26,Napoli,Inter,2,2,0,0
15,26,Cesena,Palermo,0,0,0,0
15,26,Juventus,Sassuolo,1,0,0,0
15,26,Lazio,Fiorentina,4,0,1,0
15,27,Cagliari,Empoli,1,1,1,0
15,27,Palermo,Juventus,0,1,0,0
15,27,Inter,Cesena,1,1,0,1
15,27,Atalanta,Udinese,0,0,0,0
15,27,Genoa,Chievo,0,2,0,0
15,27,Hellas Verona,Napoli,2,0,1,0
15,27,Sassuolo,Parma,4,1,2,1
15,27,Roma,Sampdoria,0,2,0,0
15,27,Fiorentina,Milan,2,1,0,0
15,27,Torino,Lazio,0,2,0,0
15,28,Chievo,Palermo,1,0,1,0
15,28,Milan,Cagliari,3,1,1,0
15,28,Parma,Torino,0,2,0,1
15,28,Juventus,Genoa,1,0,1,0
15,28,Udinese,Fiorentina,2,2,1,0
15,28,Sampdoria,Inter,1,0,0,0
15,28,Lazio,Hellas Verona,2,0,2,0
15,28,Empoli,Sassuolo,3,1,0,0
15,28,Napoli,Atalanta,1,1,0,0
15,28,Cesena,Roma,0,1,0,1
15,29,Inter,Parma,1,1,1,1
15,29,Roma,Napoli,1,0,1,0
15,29,Fiorentina,Sampdoria,2,0,0,0
15,29,Atalanta,Torino,1,2,0,2
15,29,Juventus,Empoli,2,0,1,0
15,29,Cagliari,Lazio,1,3,0,1
15,29,Palermo,Milan,1,2,0,1
15,29,Genoa,Udinese,1,1,1,0
15,29,Hellas Verona,Cesena,3,3,2,0
15,29,Sassuolo,Chievo,1,0,1,0
15,24,Parma,Udinese,1,0,0,0
15,30,Parma,Juventus,1,0,0,0
15,30,Genoa,Cagliari,2,0,0,0
15,30,Hellas Verona,Inter,0,3,0,1
15,30,Milan,Sampdoria,1,1,0,0
15,30,Atalanta,Sassuolo,2,1,1,0
